X;Y;OBJECTID;id;airport_ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;description;frequency_mhz;runway_length_ft;runway_width_ft;runway_surface;runway_lighted;runway_closed
-100.971.061.724;35.101.072.325;340;6770;04LA;heliport;Saint James Parish Hospital Heliport;10;NA;US;US-LA;Lutcher;no;04LA;;04LA;;;40;40;CONC;1;0
-98.281.304.144;51.813.885.319;341;6771;04LL;small_airport;Brunner Airport;750;NA;US;US-IL;West Dundee;no;04LL;;04LL;;;3700;70;TURF;0;0
-101.417.957.051;35.610.217.214;342;6772;04LS;heliport;La National Guard Heliport;52;NA;US;US-LA;Baton Rouge;no;04LS;;04LS;;;60;60;CONC-G;0;0
-79.193.753.304;52.832.342.625;343;6773;04MA;small_airport;Goddard Field;200;NA;US;US-MA;Haverhill;no;04MA;;04MA;;;2100;300;TURF;0;0
-84.404.000.292;47.961.591.274;344;6774;04MD;heliport;Chesapeake City Heliport;40;NA;US;US-MD;Chesapeake City;no;04MD;;04MD;;;50;50;ASPH;1;0
-7.780.553.136;55.692.017.153;345;6775;04ME;small_airport;Beech Hill Airport;625;NA;US;US-ME;Mercer;no;04ME;;04ME;;;1950;120;TURF;0;0
-94.207.796.554;5.241.384.301;346;6776;04MI;small_airport;Rapids Airway Airport;880;NA;US;US-MI;Eaton Rapids;no;04MI;;04MI;;;2000;100;TURF-G;0;0
-105.404.971.898;61.044.930.681;347;6777;04MN;small_airport;Helblad Airport;1195;NA;US;US-MN;Kelliher;no;04MN;;04MN;;;2500;150;TURF;0;0
-101.803.344.123;47.649.083.255;348;6778;04MO;closed;Airpark Private Airport;767;NA;US;US-MO;Vandalia;no;;;;;;2600;150;TURF;0;0
-118.542.005.109;59.645.461.589;349;6780;04MT;small_airport;Pluhar Airport;2715;NA;US;US-MT;Cohagen;no;04MT;;04MT;;;2100;100;TURF;0;0
-87.699.947.966;42.647.948.601;350;6781;04NC;heliport;Western Wake Medical Center Heliport;445;NA;US;US-NC;Cary;no;04NC;;04NC;;;91;35;ASPH;0;0
-112.765.534.987;50.359.703.264;351;6782;04NE;small_airport;Mc Connell Field Airport;3035;NA;US;US-NE;Sarben;no;04NE;;04NE;;;2500;100;TURF;0;0
-83.749.546.457;48.075.224.395;352;6783;04NJ;small_airport;Emmanuel Airport;155;NA;US;US-NJ;Elmer;no;04NJ;;04NJ;;;3500;50;TURF;1;0
-86.152.651.934;41.334.373.632;353;347887;04NR;heliport;McGee 04 Heliport;40;NA;US;US-NC;Jacksonville;no;04NR;;04NR;;;78;36;CON;0;0
-82.038.231.802;52.003.518.404;354;6785;04NY;small_airport;Klaverack Airport;250;NA;US;US-NY;Hudson;no;04NY;;04NY;;;5200;50;TURF;0;0
-137.018.214.179;57.054.810.186;355;45733;04OG;heliport;Teufel Heliport;185;NA;US;US-OR;Forest Grove;no;04OG;;04OG;;;50;100;CONC;0;0
-90.280.887.383;50.489.462.962;356;6786;04OH;closed;Bossow Airport;1080;NA;US;US-OH;Garrettsville;no;;;;;;2200;70;TURF;0;0
-108.068.403.162;43.164.979.874;357;6787;04OK;heliport;Stillwater Medical Center Heliport;984;NA;US;US-OK;Stillwater;no;04OK;;04OK;;;45;45;CONC;0;0
-83.744.314.767;48.484.178.342;358;6789;04PA;heliport;S & C Distribution Center Heliport;50;NA;US;US-PA;Philadelphia;no;04PA;;04PA;;;100;100;CONC;0;0
-84.191.164.658;48.703.989.842;359;6790;04PN;heliport;Strawbridge & Clothier Exton Heliport;320;NA;US;US-PA;Exton;no;04PN;;04PN;;;70;70;CONC;0;0
-91.957.847.607;41.424.557.505;360;6791;04SC;heliport;Emergency Helipad;994;NA;US;US-SC;Easley;no;04SC;;04SC;;;50;50;CONC;0;0
-112.703.204.309;56.204.390.657;361;325773;04SD;heliport;Cheyenne River Health Center Heliport;2437;NA;US;US-SD;Eagle Butte;no;04SD;;04SD;;;46;46;CON;0;0
-108.809.542.404;35.383.370.229;362;6792;04TA;closed;Capitol National Bank Building Heliport;540;NA;US;US-TX;Austin;no;;;;;;60;40;CONC;0;0
-106.188.430.372;34.650.055.223;363;6793;04TE;heliport;Veterans Affairs Medical Center Heliport;49;NA;US;US-TX;Houston;no;04TE;;04TE;;;30;30;TURF;0;0
-92.037.732.335;43.258.725.726;364;6794;04TN;small_airport;Hensley Airpark;1430;NA;US;US-TN;Chuckey;no;04TN;;04TN;;;3000;50;ASPH;0;0
-108.653.787.513;35.748.694.507;365;6795;04TS;heliport;Hummingbird Heliport;690;NA;US;US-TX;Round Rock;no;04TS;;04TS;;;20;20;TURF;0;0
-110.813.701.781;34.667.209.862;366;342438;04TT;small_airport;4D Ranch Airport;1550;NA;US;US-TX;Utopia;no;04TT;;04TT;;;4645;55;ASP;0;0
-108.391.037.892;37.282.846.053;367;6796;04TX;small_airport;Pocock Airport;565;NA;US;US-TX;China Spring;no;04TX;;04TX;;;2000;50;TURF;0;0
-123.336.096.979;44.400.391.886;368;6797;04UT;small_airport;Navajo Mountain Airport;6160;NA;US;US-UT;Navajo Mountain;no;04UT;;04UT;;;3700;50;DIRT;0;0
-118.192.789.076;45.934.324.313;369;6798;04V;small_airport;Saguache Municipal Airport;7826;NA;US;US-CO;Saguache;no;04V;;04V;;;7745;55;GRVL-G;0;0
-91.368.811.653;4.424.898.823;370;6799;04VA;heliport;Russell County Medical Center Heliport;2004;NA;US;US-VA;Lebanon;yes;04VA;;04VA;;;50;50;CONC;1;0
-85.940.451.381;45.380.531.461;371;6800;04VG;small_airport;Manquin Flight Park Ultralightport;50;NA;US;US-VA;Manquin;no;04VG;;04VG;;;3500;80;TURF-F;0;0
-80.443.475.122;5.527.724.629;372;6801;04VT;small_airport;Lightning Bolt Field Airport;2156;NA;US;US-VT;Cabot;no;04VT;;04VT;;;1300;40;TURF;0;0
-103.410.687.364;57.840.036.893;373;6802;04W;small_airport;Field of Dreams Airport;1021;NA;US;US-MN;Hinckley;no;K04W;;04W;;;2751;75;ASPH-G;1;0
-130.730.416.231;60.375.602.975;374;6803;04WA;small_airport;Ox Meadows Airport;2345;NA;US;US-WA;Spokane;no;04WA;;04WA;;;1800;60;TURF;0;0
-97.979.743.082;52.397.074.496;375;6804;04WI;small_airport;Dutch Gap Airstrip;760;NA;US;US-WI;Bristol;no;04WI;;04WI;;;1800;100;TURF;0;0
-13.318.112.484;59.352.783.801;376;45903;04WN;small_airport;Stillwater Creek Airport;1510;NA;US;US-WA;Royal City;no;04WN;;04WN;;;4100;60;ASPH;0;0
-89.006.735.747;48.157.329.304;377;6805;04WV;heliport;West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport;1137;NA;US;US-WV;Morgantown;no;04WV;;04WV;;;40;40;CONC;0;0
-10.813.853.857;38.399.651.936;378;6806;04XS;closed;Schmidts Heliport;625;NA;US;US-TX;Mansfield;no;;;;;;80;60;ASPH;0;0
-166.075.325.821;87.809.160.424;379;6807;05AK;small_airport;Wasilla Creek Airpark;620;NA;US;US-AK;Palmer;yes;05AK;;05AK;;;2000;75;TURF-GRVL;0;0
-95.344.805.843;36.628.113.094;380;6808;05AL;heliport;Allen Stagefield Army Heliport;365;NA;US;US-AL;Fort Rucker/Wicksburg;no;05AL;;05AL;;;1600;50;ASPH;0;0
-104.161.925.834;43.007.084.722;381;45302;05AR;small_airport;Ozark Skies Airpark;1900;NA;US;US-AR;Kingston;no;05AR;;05AR;;;2000;100;TURF;0;0
-127.610.370.241;38.533.624.926;382;6809;05AZ;heliport;Yuma Regional Medical Center Heliport;200;NA;US;US-AZ;Yuma;no;05AZ;;05AZ;;;40;40;CONC;0;0
-75.621.555.372;59.680.494.385;383;6810;05B;seaplane_base;Van Buren Seaplane Base;440;NA;US;US-ME;Van Buren;no;;;05B;;;4000;200;WATER;0;0
-132.152.582.839;40.471.475.526;384;6811;05CA;heliport;Lost Hills Sheriff's Station Heliport;888;NA;US;US-CA;Calabasas;no;05CA;;05CA;;;78;78;CONC-G;0;0
-116.868.125.096;48.972.325.258;385;6813;05CO;small_airport;Rancho de Aereo Airport;4978;NA;US;US-CO;Mead;no;05CO;;05CO;;;2650;60;TURF;0;0
-8.139.258.521;51.271.409.549;386;6814;05CT;heliport;O And G Heliport;600;NA;US;US-CT;Torrington;no;05CT;;05CT;;;50;50;ASPH;0;0
-95.977.772.381;36.222.211.772;387;6815;05FA;small_airport;Melanie's Airport;295;NA;US;US-FL;Florala;no;05FA;;05FA;;;2950;100;TURF;0;0
-89.210.547.477;29.942.389.663;388;6816;05FD;heliport;Aventura Heliport;6;NA;US;US-FL;North Miami Beach;no;05FD;;05FD;;;95;95;TURF;0;0
-90.625.542.545;30.636.514.181;389;6817;05FL;small_airport;Charlton Strip;36;NA;US;US-FL;La Belle;no;05FL;;05FL;;;3200;60;TURF;0;0
-94.303.640.095;37.726.865.992;390;6818;05GA;small_airport;Raju Airport;625;NA;US;US-GA;Richland;no;05GA;;05GA;;;2200;60;ASPH;0;0
-103.603.155.802;53.329.243.387;391;6819;05IA;small_airport;Spotts Field;1155;NA;US;US-IA;Nora Springs;no;05IA;;05IA;;;2450;65;TURF-P;0;0
-127.834.849.334;57.665.945.144;392;6820;05ID;small_airport;Running Creek Ranch Airport;2969;NA;US;US-ID;Elk City;no;05ID;;05ID;;;2000;70;TURF-GRVL;0;0
-94.618.450.229;50.165.761.245;393;6821;05II;closed;Reichhart Airport;795;NA;US;US-IN;New Haven;no;;;;;;1800;100;TURF;0;0
-97.979.743.082;50.354.824.455;394;6822;05IL;small_airport;Classic Landings Airport;635;NA;US;US-IL;Bonfield;no;05IL;;05IL;;;3200;70;TURF;0;0
-9.629.603.918;48.140.540.149;395;6823;05IN;small_airport;Cooper Airport;860;NA;US;US-IN;Belleville;no;05IN;;05IN;;;2000;100;TURF;0;0
-99.368.230.194;4.826.190.214;396;6824;05IS;small_airport;Hardy Airport;605;NA;US;US-IL;Mount Auburn;no;05IS;;05IS;;;2000;100;TURF;0;0
-106.821.290.581;44.762.770.161;397;6825;05KS;small_airport;Darbro Field;945;NA;US;US-KS;Elk City;no;05KS;;05KS;;;2350;50;TURF;0;0
-94.543.765.982;46.058.893.143;398;346026;05KT;small_airport;High Point Farm Airport;880;NA;US;US-KY;Frankfort;no;05KT;;05KT;;;600;50;Turf;0;0
-93.961.779.892;45.140.488.611;399;6826;05KY;small_airport;Cartersville Airport;1070;NA;US;US-KY;Paint Lick;no;05KY;;05KY;;;1270;150;TURF;0;0
-102.077.524.029;37.981.861.091;400;6827;05LA;small_airport;Greg's Flying Service Airport;76;NA;US;US-LA;Winnsboro;no;05LA;;05LA;;;2200;70;TURF;0;0
-97.889.665.861;5123488.72;401;6828;05LL;heliport;Midwest Heliport;710;NA;US;US-IL;Willowbrook;no;05LL;;05LL;;;120;120;ASPH;0;0
-102.943.467.216;36.655.388.385;402;6829;05LS;small_airport;Grass Roots Airport;83;NA;US;US-LA;Alexandria;no;05LS;;05LS;;;2300;100;TURF;0;0
-78.939.211.392;52.650.868.706;403;6831;05MA;heliport;Bentley Heliport;80;NA;US;US-MA;Ipswich;no;05MA;;05MA;;;100;40;ASPH;0;0
-84.823.961.416;47.567.163.363;404;6832;05MD;small_airport;Breezecroft Airport;20;NA;US;US-MD;Chestertown;no;05MD;;05MD;;;2700;80;TURF;0;0
-75.206.553.497;55.676.840.577;405;6833;05ME;small_airport;Drisko Airport;70;NA;US;US-ME;Jonesboro;no;05ME;;05ME;;;900;40;TURF;0;0
-9.983.142.955;4.359.923.218;406;6834;05MO;closed;Portageville Community Heliport;272;NA;US;US-MO;Portageville;no;;;;;;30;30;CONC-G;0;0
-100.368.691.921;38.066.710.629;407;6835;05MS;heliport;VA Medical Center Jackson Heliport;359;NA;US;US-MS;Jackson;no;05MS;;05MS;;;40;40;CONC;1;0
-87.153.253.856;40.298.895.758;408;6836;05NC;closed;Brunswick Community Hospital Heliport;63;NA;US;US-NC;Supply;no;;;;;;40;40;CONC;1;0
-109.437.076.098;51.194.565.336;409;6837;05NE;small_airport;Mc Kay Airport;2010;NA;US;US-NE;Spalding;no;05NE;;05NE;;;3210;80;TURF;0;0
-78.982.738.033;53.003.959.067;410;6838;05NH;heliport;Stumpfield Heliport;200;NA;US;US-NH;Kensington;no;05NH;;05NH;;;100;100;TURF;0;0
-82.411.490.797;49.702.479.179;411;6839;05NJ;heliport;Paulus Hook Pier Heliport;7;NA;US;US-NJ;Jersey City;no;05NJ;;05NJ;;;60;60;CONC;1;0
-8.470.322.578;53.963.726.001;412;6840;05NY;heliport;Oswego County At Pulaski Heliport;445;NA;US;US-NY;Pulaski;no;05NY;;05NY;;;75;75;ASPH-CONC-G;0;0
-137.055.389.323;54.746.593.692;413;347917;05OG;heliport;Drill Field Pad Heliport;415;NA;US;US-OR;Eugene;no;05OG;;05OG;;;50;50;ASP;1;0
-91.240.349.749;5.054.973.931;414;6841;05OI;small_airport;Dorlon Airpark;830;NA;US;US-OH;Columbia Station;no;05OI;;05OI;;;2000;100;TURF;0;0
-10.861.164.084;42.804.681.425;415;6842;05OK;closed;Hawk Haven Airport;1075;NA;US;US-OK;Crescent;no;;;;;;2200;90;TURF;0;0
-130.630.327.764;56.917.375.706;416;6843;05OR;small_airport;Peacock Ranch Airport;3500;NA;US;US-OR;Enterprise;no;05OR;;05OR;;;2600;50;TURF;0;0
-83.687.990.541;4.859.376.111;417;6844;05PA;heliport;PECO Mob. Heliport;110;NA;US;US-PA;Philadelphia;no;05PA;;05PA;;;70;70;ASPH;0;0
-85.557.936.136;4.909.648.077;418;6845;05PN;heliport;State Police Area Iii Heliport;485;NA;US;US-PA;Harrisburg;no;05PN;;05PN;;;120;120;ASPH;0;0
-86.675.815.692;48.867.553.831;419;6846;05PS;small_airport;Mills Brothers Airport;1210;NA;US;US-PA;Neelyton;no;05PS;;05PS;;;2319;100;TURF;0;0
-137.192.363.242;57.565.840.764;420;6847;05S;small_airport;Vernonia Airfield;647;NA;US;US-OR;Vernonia;no;05S;;05S;;;2940;45;TURF-G;0;0
-107.161.817.542;34.790.348.514;421;6848;05TA;small_airport;Brandes Air Field;276;NA;US;US-TX;Sealy;no;05TA;;05TA;;;1700;40;TURF-G;0;0
-108.860.885.286;35.967.107.954;422;6849;05TE;small_airport;Hilde-Griff Field;950;NA;US;US-TX;Georgetown;no;05TE;;05TE;;;1500;50;TURF;0;0
-108.379.094.203;39.124.788.675;423;6851;05TS;small_airport;Dew Drop Airport;750;NA;US;US-TX;Justin;no;05TS;;05TS;;;1700;90;TURF;0;0
-108.430.284.692;3.780.252.401;424;6852;05TX;small_airport;Circle A Ranch Airport;608;NA;US;US-TX;Blum;no;05TX;;05TX;;;2075;50;TURF;0;0
-117.499.951.096;44.965.645.782;425;6854;05V;small_airport;Blanca Airport;7720;NA;US;US-CO;Blanca;no;05V;;05V;;;6160;52;DIRT-G;0;0
-87.295.188.422;44.704.037.888;426;6855;05VA;small_airport;Providence Airport;445;NA;US;US-VA;Farmville;no;05VA;;05VA;;;2000;40;TURF;0;0
-81.359.742.766;56.236.158.332;427;6856;05VT;heliport;Port of Highgate Springs Heliport;68;NA;US;US-VT;Highgate Springs;no;05VT;;05VT;;;80;80;CONC;0;0
-130.704.668.551;60.485.263.009;428;6857;05WA;heliport;Sacred Heart Medical Center Helistop;2220;NA;US;US-WA;Spokane;no;05WA;;05WA;;;40;40;CONC;0;0
-98.791.487.336;52.590.156.209;429;6858;05WI;small_airport;Ames Private Airport;958;NA;US;US-WI;Darien;no;05WI;;05WI;;;1800;60;TURF;0;0
-131.409.875.894;62.244.849.146;430;45907;05WN;small_airport;Flat Creek Field;1570;NA;US;US-WA;Kettle Falls;no;05WN;;05WN;;;1700;50;TURF-GRVL;0;0
-10.190.542.146;39.058.344.389;431;6859;05XS;small_airport;Johnson Memorial Airport;105;NA;US;US-AR;Wilmot;no;05XS;;05XS;;;2600;100;TURF;0;0
-106.242.764.192;5.829.167.546;432;6860;05Y;small_airport;Henning Municipal Airport;1455;NA;US;US-MN;Henning;no;05Y;;05Y;;;3280;200;TURF-G;1;0
-166.506.496.822;87.713.797.692;433;45272;06AK;small_airport;June Lake Airpark;425;NA;US;US-AK;Wasilla;no;06AK;;06AK;;;2000;40;GRVL;0;0
-95.704.034.397;36.832.935.579;434;6861;06AL;heliport;Brown Stagefield Army Heliport;415;NA;US;US-AL;Fort Rucker/New Brockton;no;06AL;;06AL;;;1600;75;ASPH;0;0
-10.261.975.946;42.381.247.205;435;6862;06AR;small_airport;Bondair Airport;499;NA;US;US-AR;Higden;no;06AR;;06AR;;;2900;125;TURF;1;0
-124.401.149.547;39.335.617.425;436;6863;06AZ;heliport;Mercy Gilbert Medical Center Heliport;1280;NA;US;US-AZ;Gilbert;no;06AZ;;06AZ;;;80;80;CONC;1;0
-7.659.337.564;56.068.925.598;437;6864;06B;seaplane_base;Lucky Landing Marina and Seaplane Base;115;NA;US;US-ME;Glenburn;no;;;06B;;;15000;4000;WATER-E;0;0
-13005681.42;41.460.851.176;438;6865;06CA;heliport;SCE Solar I Heliport;1942;NA;US;US-CA;Daggett;no;06CA;;06CA;;;20;20;CONC;0;0
-131.678.714.095;41.852.645.507;439;6866;06CL;heliport;Abc7-Tv Heliport;520;NA;US;US-CA;Glendale;no;06CL;;06CL;;;46;46;CONC;1;0
-115.428.295.305;44.932.579.154;440;6867;06CO;small_airport;Jecan Airport;5100;NA;US;US-CO;Branson;no;06CO;;06CO;;;4500;75;TURF;0;0
-91.153.967.414;33.301.211.295;441;6869;06FD;small_airport;Grass Roots Airpark;105;NA;US;US-FL;Mascotte;no;06FD;;06FD;;;3400;120;TURF;0;0
-92.179.464.676;3243115.87;442;6870;06FL;heliport;Morton Plant Hospital Heliport;3;NA;US;US-FL;Clearwater;no;06FL;;06FL;;;200;100;TURF;0;0
-93.688.823.105;39.957.373.923;443;6871;06GA;heliport;Smith Heliport;1065;NA;US;US-GA;Redan;no;06GA;;06GA;;;300;300;TURF;0;0
-96.504.092.279;46.408.328.026;444;6872;06I;seaplane_base;Patoka Reservoir Landing Area Seaplane Base;536;NA;US;US-IN;French Lick;no;06I;;06I;;;16000;3500;WATER;0;0
-102.229.471.994;51.372.514.823;445;6873;06IA;small_airport;Rich Field;880;NA;US;US-IA;Walford;no;06IA;;06IA;;;1750;100;TURF;0;0
-129.530.247.583;5.382.666.783;446;6874;06ID;small_airport;Larkin Airport;2750;NA;US;US-ID;Kuna;no;06ID;;06ID;;;2200;80;GRVL-DIRT;0;0
-98.929.524.116;51.011.738.207;447;6875;06IL;small_airport;Humm Airport;708;NA;US;US-IL;Earlville;no;06IL;;06IL;;;2580;70;TURF;0;0
-101.606.085.564;49.456.639.771;448;6877;06IS;small_airport;Sinele Strip;695;NA;US;US-IL;Nauvoo;no;06IS;;06IS;;;2600;70;TURF;0;0
-108.394.568.455;45.365.413.467;449;6878;06KS;heliport;Riverside Hospital Airlift Heliport;1332;NA;US;US-KS;Wichita;no;06KS;;06KS;;;25;25;TURF;0;0
-92.779.119.395;45.126.664.667;450;6879;06KY;closed;Falcon Heliport;751;NA;US;US-KY;Jackson;no;;;;;;60;60;CONC;0;0
-100.223.342.062;34.837.775.995;451;6880;06LA;heliport;Panther Helicopters Inc Heliport;;NA;US;US-LA;Belle Chasse;no;06LA;;06LA;;;39;39;CONC;0;0
-98.508.823.755;51.418.699.054;452;6881;06LL;closed;Hammersmith Heliport;812;NA;US;US-IL;Elburn;no;;;;;;40;40;CONC;0;0
-101.657.179.471;35.948.721.005;453;6882;06LS;heliport;Tembec Heliport;85;NA;US;US-LA;St Francisville;no;06LS;;06LS;;;40;40;CONC;0;0
-79.714.775.453;52.649.961.659;454;6883;06MA;heliport;The Barn Heliport;210;NA;US;US-MA;Pepperell;no;06MA;;06MA;;;15;15;ASPH;0;0
-85.210.954.721;47.634.986.374;455;6884;06MD;heliport;Johns Hopkins Bayview Hospital Heliport;132;NA;US;US-MD;Baltimore;no;06MD;;06MD;;;60;60;CONC;1;0
-93.944.080.313;51.986.673.298;456;6885;06MI;heliport;W A Foote Memorial Hospital Heliport;978;NA;US;US-MI;Jackson;no;06MI;;06MI;;;45;45;CONC;0;0
-124.808.179.246;62.003.103.923;457;6888;06MT;small_airport;Torgerson Airport;3541;NA;US;US-MT;Ethridge;no;06MT;;06MT;;;2200;60;TURF;0;0
-82.812.352.539;50.762.717.611;458;6889;06N;small_airport;Randall Airport;523;NA;US;US-NY;Middletown;no;K06N;;06N;;;2811;60;ASPH-G;1;0
-8.786.480.565;41.404.636.396;459;6890;06NC;small_airport;Tailwinds Airport;163;NA;US;US-NC;St. Pauls;no;06NC;;06NC;;;2600;90;TURF;0;0
-113.177.411.667;59.011.842.626;460;6891;06ND;small_airport;Fitterer's Strip;2180;NA;US;US-ND;Glen Ullin;no;06ND;;06ND;;;2800;50;TURF;0;0
-106.712.758.493;49.652.557.464;461;6892;06NE;heliport;St Marys Hospital Heliport;1015;NA;US;US-NE;Nebraska City;no;06NE;;06NE;;;130;95;CONC;0;0
-79.006.892.134;53.010.796.551;462;6893;06NH;small_airport;Cole Farm Airport;160;NA;US;US-NH;Kensington;no;06NH;;06NH;;;1900;150;TURF;0;0
-85.089.962.679;5.287.163.586;463;6895;06NY;small_airport;Murphy Field;1100;NA;US;US-NY;Auburn;no;06NY;;06NY;;;2000;75;TURF;0;0
-89.786.959.108;50.292.893.386;464;6896;06O1;heliport;Saint Elizabeth Medical Center Heliport;1020;NA;US;US-OH;Youngstown;no;06O1;;06O1;;;40;40;CONC;0;0
-89.713.715.448;50.878.303.559;465;6897;06OH;small_airport;Hal Joy Airfield;1160;NA;US;US-OH;Williamsfield;no;06OH;;06OH;;;2400;100;TURF;0;0
-93.933.837.751;48.274.784.195;466;6898;06OI;small_airport;Green Acres Airport;915;NA;US;US-OH;New Lebanon;no;06OI;;06OI;;;2256;45;TURF-F;0;0
-105.568.283.855;4.375.416.541;467;6899;06OK;heliport;Albert Lodge Heliport;900;NA;US;US-OK;Grove;no;06OK;;06OK;;;300;100;TURF;0;0
-137.012.031.307;56.950.414.718;468;6900;06OR;small_airport;Hayden Mountain Airport;850;NA;US;US-OR;Forest Grove;no;06OR;;06OR;;;1000;80;GRAVEL;0;0
-87.149.972.158;51.603.491.269;469;6901;06PA;small_airport;Freefall Oz Airport;1440;NA;US;US-PA;Ceres;no;06PA;;06PA;;;2965;100;TURF-G;0;0
-85.462.792.805;49.217.168.701;470;45764;06PN;heliport;Schiavoni Heliport;727;NA;US;US-PA;Harrisburg;no;06PN;;06PN;;;15;15;CONC;0;0
-107.139.775.646;3.495.976.546;471;6903;06R;closed;Grawunder Field;289;NA;US;US-TX;Bellville;no;;;;;;2480;30;ASPH-G;1;0
-108.266.553.758;4.520.415.454;472;6904;06SN;closed;Beyer Farm Airport;1340;NA;US;US-KS;Derby;no;;;;;;2400;75;TURF;0;0
-108.110.035.864;36.208.719.062;473;6905;06TA;small_airport;Glaser Field;480;NA;US;US-TX;Buckholts;no;06TA;;06TA;;;1900;15;GRAVEL;0;0
-105.783.462.583;35.438.082.078;474;6906;06TE;small_airport;Ainsworth Airport;129;NA;US;US-TX;Cleveland;no;06TE;;06TE;;;3500;50;ASPH;0;0
-96.799.980.015;4.259.049.853;475;6907;06TN;small_airport;Hunter STOLport;640;NA;US;US-TN;Columbia;no;06TN;;06TN;;;2000;50;TURF-F;0;0
-111.544.351.712;36.145.839.065;476;340868;06TT;small_airport;6 Mile Airpark;2165;NA;US;US-TX;Fort McKavett;no;06TT;;06TT;;;3129;75;Turf;0;0
-106.657.974.871;35.109.969.656;477;6909;06TX;small_airport;Diamond N Ranch Airport;215;NA;US;US-TX;Hockley;no;06TX;;06TX;;;1680;60;TURF;0;0
-87.781.319.429;46.146.612.029;478;6910;06VA;small_airport;Mount Horeb Field;1160;NA;US;US-VA;Grottoes;no;06VA;;06VA;;;2000;100;TURF-G;0;0
-130.464.214.646;60.548.238.355;479;6911;06WA;heliport;N A Degerstrom Yard Heliport;2013;NA;US;US-WA;Spokane;no;06WA;;06WA;;;60;40;ASPH;0;0
-136.425.377.115;59.298.406.198;480;15372;06WN;small_airport;Western Airpark;394;NA;US;US-WA;Yelm;no;06WN;;06WN;;;2845;30;ASPH-G;1;0
-108.030.020.991;39.382.467.836;481;6913;06XS;small_airport;Campbell Field;546;NA;US;US-TX;Aubrey;no;06XS;;06XS;;;1750;100;TURF;0;0
-107.045.488.878;57.531.486.195;482;6914;06Y;small_airport;Herman Municipal Airport;1068;NA;US;US-MN;Herman;no;06Y;;06Y;;;2997;60;ASPH-G;1;0
-95.711.499.746;36.490.194.785;483;6915;07AL;heliport;Tac X Stagefield Army Heliport;132;NA;US;US-AL;Fort Rucker/Samson;no;07AL;;07AL;;;6000;1200;TURF;0;0
-103.307.240.387;41.903.225.002;484;6916;07AR;small_airport;Morrilton Airport;300;NA;US;US-AR;Morrilton;no;07AR;;07AR;;;3000;60;TURF;0;0
-7.633.144.327;55.350.352.883;485;6918;07B;small_airport;Blue Hill Airport;360;NA;US;US-ME;Blue Hill;no;07B;;07B;;;3186;100;TURF-F;0;0
-132.972.760.357;4.182.779.827;486;6919;07CA;closed;West Side Hospital Heliport;850;NA;US;US-CA;Taft;no;;;;;;40;40;CONC;0;0
-135.554.861.278;47.932.156.141;487;6920;07CL;small_airport;Richvale Airport;100;NA;US;US-CA;Richvale;no;07CL;;07CL;;;2220;50;ASPH;1;0
-116.247.606.825;47.595.005.687;488;6921;07CO;small_airport;Comanche Creek Airport;6620;NA;US;US-CO;Kiowa;no;07CO;;07CO;;;3100;75;TURF;0;0
-92.087.713.658;53.217.943.959;489;6923;07D;small_airport;Tackaberry Airport;764;NA;US;US-MI;Avoca;no;07D;;07D;;;2244;65;TURF-G;1;0
-91.125.575.226;30.742.576.041;490;6926;07FL;closed;Southwest Florida Regional Medical Center Heliport;18;NA;US;US-FL;Fort Myers;no;;;;;;67;65;ASPH;0;0
-93.246.367.373;39.851.469.194;491;6927;07GA;small_airport;Alcovy Airport;750;NA;US;US-GA;Covington;no;07GA;;07GA;;;1700;80;TURF;0;0
-96.231.356.469;47.300.834.158;492;6928;07I;seaplane_base;Lake Monroe Seaplane Base;538;NA;US;US-IN;Bloomington;no;07I;;07I;;;15000;4000;WATER;0;0
-105.777.282.965;49.605.431.352;493;355064;07IA;small_airport;Hoskins Landing;971;NA;US;US-IA;Shambaugh;no;07IA;;07IA;;;1600;60;Turf;0;0
-126.126.351.185;52.022.611.845;494;6929;07ID;closed;Interstate Airport;4580;NA;US;US-ID;Malta;no;;;;;;3000;75;TURF-DIRT;0;0
-95.334.903.001;4.723.190.195;495;6930;07II;heliport;St Vincent Jennings Hospital Heliport;740;NA;US;US-IN;North Vernon;no;07II;;07II;;;60;60;CONC;1;0
-95.638.918.542;48.041.855.287;496;6931;07IN;small_airport;Gray Airport;750;NA;US;US-IN;Boggstown;no;07IN;;07IN;;;1860;80;TURF;0;0
-109.150.649.566;5.028.964.118;497;6932;07K;small_airport;Central City Municipal - Larry Reineke Field;1717;NA;US;US-NE;Central City;no;07K;;07K;;;3700;60;CONC-E;1;0
-107.909.439.623;45.419.448.689;498;6933;07KS;small_airport;Heape Field;1321;NA;US;US-KS;Augusta;no;07KS;;07KS;;;2000;45;TURF;0;0
-95.393.343.356;45.908.182.595;499;6934;07KY;small_airport;Blue Lick Airport;532;NA;US;US-KY;Louisville;no;07KY;;07KY;;;2000;100;TURF;0;0
-100.392.036.732;34.954.670.661;500;6935;07LA;closed;Air Oil Inc Nr 1 Heliport;;NA;US;US-LA;Harahan;no;;;;;;30;15;CONC;0;0
